post_url,username,caption,phones,emails,websites,hashtag,city,scraped_at
https://www.instagram.com/p/DYpTcriknfV/,,"4 likes, 0 comments - colombo.realtors on May 22, 2026: ""ALFRED HOUSE GARDENS, COLOMBO 3 - PROPERTY FOR SALE ​ Rare opportunity to own a property in one of the most exclusive and prestigious residential neighbourhoods in Colombo 3. ​ ▪️ 9 perches ▪️ 8,500 sqft 3-storey house (currently used as an of","
0773213667",,,colomboproperty,colombo,2026-05-29T15:39:21.450466
https://www.instagram.com/p/DYtwOq-DxgJ/,,"0 likes, 0 comments - tequila.holidays on May 24, 2026: ""📍 URGENT LAND REQUIREMENT – COLOMBO 7 We are actively seeking a 15–17 perch residential land in the prestigious Colombo 7 area for immediate consideration.  ✔ Budget: Up to LKR 400 Million  If you own a suitable property or know someone who do",+94 777 109704,,,colomboproperty,colombo,2026-05-29T15:39:31.913280
https://www.instagram.com/p/DYzc-QQD1kw/,,"0 likes, 0 comments - green_heaven_properties on May 26, 2026: ""🏡 Property for Sale – Prime Location in Pelawatta 🏡  📍 Pelawatta – Nagahamulla Road (Opposite Hiru Studio)  ✅ 18 Perch Land ✅ Verandah ✅ Spacious Living Room ✅ Dining Room ✅ 2 A/C Bedrooms ✅ Bathroom ✅ Pantry ✅ Maid’s Bathroom ✅ Fully F", 0713519031,,,colomboproperty,colombo,2026-05-29T15:39:42.685233
https://www.instagram.com/p/DYpYxqblI76/,,"3 likes, 0 comments - colombo_realtors.lk on May 22, 2026: ""ALFRED HOUSE GARDENS, COLOMBO 3 - PROPERTY FOR SALE ​ Rare opportunity to own a property in one of the most exclusive and prestigious residential neighbourhoods in Colombo 3. ​ ▪️ 9 perches ▪️ 8,500 sqft 3-storey house (currently used as an","
0773213667",,,colomboproperty,colombo,2026-05-29T15:39:54.751490
https://www.instagram.com/p/DY2QE2Ylybq/,,"3 likes, 0 comments - abd_prime_real_estate on May 27, 2026: ""🏙️ TRI-ZEN 1BR Apartment for Sale – Colombo 02 💵 Earn Up To USD 1,500 Monthly Rental Income  ✨ Luxury Living in the Heart of Colombo ✨  🔹 1 Bedroom 🔹 1 Bathroom 🔹 481 Sq.ft 🔹 Fully Furnished 🔹 Above 15th Floor 🔹 Beautiful City View 💰 Pric",+94711273050,abdprimerealestate@gmail.com,,colomboproperty,colombo,2026-05-29T15:40:03.066046
https://www.instagram.com/p/DXzEjebssCH/,,"ikmanata on May 1, 2026: ""Beautifull brand new mordern house for sale in Kumbuka.  🏡 Property Details : ● 11.5 Perch land ● 3 Bedrooms  ● 2 Modern Bathrooms ● Kitchen With Modern Pantry  ● Living & Dining Area  ● 2 Vehicle Garage  ● Roller Gate With Remote System  ● Calm Environment  ● Beautiful Gar", - 0755 306 060,,,colomboproperty,colombo,2026-05-29T15:40:14.302181
https://www.instagram.com/p/DXzKouFCMji/,,"3 likes, 0 comments - sri_properties.lk on May 1, 2026: ""BRAND NEW LUXURY APARTMENT FOR SALE IN DEHIWELA (WAIDYA ROAD)  First Floor + Second Floor  Total Floor Area – 1153 sq.ft – Unit - B Bedrooms – 3 Bathroom - 2 (1-Attached / 1- Common) Living Area  Dining Area  Pantry Kitchen  Road Facing Privat",+94777986098 | . 43.814 |  2026 (06,,,colomboproperty,colombo,2026-05-29T15:40:22.718254
https://www.instagram.com/p/DUSJazVj1iw/,,"1 likes, 0 comments - s_k_property on February 2, 2026: ""FOR SALE | Luxury Apartments in Colombo 🏙️✨  Discover premium apartment options in prime locations such as Wellawatte and Dehiwala. Spacious 2–4 bedroom units with modern finishes, servant quarters, and stunning city/sea views — perfect for li", 075 554 5548,,,colomboproperty,colombo,2026-05-29T15:40:31.787602
https://www.instagram.com/p/CZy7UqdBoSe/,,"31 likes, 3 comments - colomborealtorsrilanka on February 10, 2022: ""Beautiful 2 unit 6500 sqft House for sale in Lake Dr, Colombo 8.which is calm, serene and safe.  Unit 1 - 3 bed /2 bath , Living area, Kitchen and outdoor space.  Unit 2-  4 bed/3 bath, Living area, kitchen and terrace.  Land Exten",+94778880548,colomborealtor20@gmail.com,,colombohouseforsale,colombo,2026-05-29T15:40:42.505432
https://www.instagram.com/p/CWYKaaQotWr/,,"9 likes, 0 comments - srilankaapartments on November 17, 2021: ""Beautiful 2 Bedroom Apartment for Sale in Dehiwala 😍🏢✨  Location: Allen Avenue, Dehiwala ✨  - Newly Built (less than 1 year) - 4th Floor - 2 Bedrooms - 2 Attached Bathrooms - Unfurnished - Rooftop Swimming pool, Gym  - Fully AC, Hot wat",,,,colomboapartmentforsale,colombo,2026-05-29T15:40:52.242911
https://www.instagram.com/p/CapCzg9IZbd/,,"15 likes, 0 comments - ceylon_tropical_lands on March 3, 2022: ""Colombo 5, Super Luxury Spacious House for Rent or Sale.  Dual Road Frontage 12,000 sq. ft 36 perches 3 floors 6 AC rooms with attached bathrooms 3 pantries.  3 large dining & Sitting halls A/C Teak French Windows Laundry & office room ",+94 77 9999 025,,,colombohouseforsale,colombo,2026-05-29T15:41:00.986695
https://www.instagram.com/p/DPDkjXDDncp/,,"4 likes, 0 comments - sri_properties.lk on September 25, 2025: ""HOUSE FOR SALE IN NAWALA (2 UNIT HOUSE- NAWALA 2ND LANE)  Land Extent 15.5 perches  Frontage – 70 Ft Length – 63 Ft No.of. Floors - 2 stories  Total Floor Area - 3000 Sq. Ft  Bedrooms -5 Bathrooms - 4 (3-Attached / 1-Common)   Ground Fl",+94777986098,,,colombohouseforsale,colombo,2026-05-29T15:41:11.981148
https://www.instagram.com/p/DQDk6Q1CEMH/,,"18 likes, 1 comments - choiceproperty.lk on October 20, 2025: ""🏡House for Sale – Colombo 05 (Prime Location)  Experience elegance and comfort in one of Colombo 05’s most sought-after residential neighborhoods — This premium two-story home offers space, privacy, and exceptional value in the heart of ",+94 76 308 7977,,,colombohouseforsale,colombo,2026-05-29T15:41:21.420772
https://www.instagram.com/p/DOaCXYWCPRb/,,"1 likes, 0 comments - remaxelitechunnakam on September 9, 2025: ""PRICE REDUCED!  A big, beautiful house in Nawala for Sale. Built on a large plot of land (20 perches).  House Features ⭐  5 Big Bedrooms 🛏️: Four of them have air conditioning.  5 Bathrooms 🚿: Three bathrooms are inside the bedrooms, a", 076 6767 348 | +16 47 405 7348,,,colombohouseforsale,colombo,2026-05-29T15:41:30.958874
https://www.instagram.com/p/DOi56DzCC_K/,,"14 likes, 0 comments - dilan.the.realtor on September 13, 2025: ""Space, comfort and convenience – your perfect Colombo 06 home is here. 🏡  DM or comment for more details of this 4 bedroom luxurious house 🙌🏼  #colombo #colombohouseforsale #luxury #colombo06living"". ",,,,colombohouseforsale,colombo,2026-05-29T15:41:41.236707
https://www.instagram.com/p/C7GSbwCoXoZ/,,"1 likes, 0 comments - property__hunt on May 17, 2024: ""Battaramulla -  Beautiful House for sale.   Close proximity to major supermarkets, private and government hospitals and reputed international schools. Highly residential neighbourhood.  Property type - House Bedrooms - 4 Bathrooms - 3 No of floo",,,,colombohouseforsale,colombo,2026-05-29T15:41:52.873765
https://www.instagram.com/p/CaHnH4PpmeR/,,"1 likes, 0 comments - cilo.property on February 18, 2022: ""Brand new House For Sale Horahena Hokandara 7perch 3 bedrooms with 2 wash rooms  Living Dining Garden Space Expected price 26.5mill Call us on 0775050022  #houseforsale#colombohouseforsale#3bedrommhouse#besthouseincolombo#brandnewhouseforsal", 0775050022,,,colombohouseforsale,colombo,2026-05-29T15:42:02.385852
https://www.instagram.com/p/Cf3UwHCPd1N/,,"1 likes, 0 comments - property__hunt on July 11, 2022: ""Beautiful House in Kotte for Sale!  15 perches 3 Bedrooms 3 Toilets 2,500 Square Feet Maid's room and Maid's Toilet 2 Car Parks  Call us on 077 330 5557 for more details!  #srilankarealestate #colombohouse #houseforsale  #realestate #realestate", 077 330 5557,,,colombohouseforsale,colombo,2026-05-29T15:42:11.208457
https://www.instagram.com/p/ChreoaCKz-b/,,"0 likes, 0 comments - benny_mathiyo on August 25, 2022: ""A Prudent Investment | Luxury Apartment For individuals seeking a contemporary lifestyle, residing in an Astoria apartment is the perfect option. Astoria investment is Sri Lanka investment. And investing in Astoria is the best way to enter int", 0114 686 666,,https://www.astoria.lk/invest-in-astoria,colomboapartmentforsale,colombo,2026-05-29T15:42:20.378516
https://www.instagram.com/p/DUmoX3_CA7v/,,"0 likes, 0 comments - zamzamproperies_real_estate on February 10, 2026: ""🏙️ BRAND NEW LUXURY APARTMENT FOR SALE – COLOMBO 03 🏙️  📍 Location: Situated at Abdul Gaffoor Mawatha, Colombo 03, The Maison 01 enjoys a highly prestigious and central address. The location offers quick access to Marine Drive,", 0771 258 373,,,colomboapartmentforsale,colombo,2026-05-29T15:42:31.257981
https://www.instagram.com/p/Cbm6zraoIrc/,,"8 likes, 0 comments - ceylon_tropical_lands on March 27, 2022: ""Colombo 2, Cinnamon Life Apartment.  1807 sqft 3 bedrooms 3 bathrooms  All rooms having sea view Maid room + bathroom  Large living area Kitchen - seperate entrance & can be locked isolated   Expecting 895,000 USD till 20th April 2022 a",. 203.00 | +94 779999025 | +94 773577766,,,colomboapartmentforsale,colombo,2026-05-29T15:42:42.551796
https://www.instagram.com/p/CLdkbxcqo4a/,,"1 likes, 0 comments - fimcoestate on February 18, 2021: ""𝗔𝗽𝗮𝗿𝘁𝗺𝗲𝗻𝘁 𝗳𝗼𝗿 𝗦𝗮𝗹𝗲 𝗶𝗻 𝗗𝗲𝗵𝗶𝘄𝗮𝗹𝗮  💰 𝗥𝘀. 𝟭𝟴.𝟱 𝗠𝗶𝗹𝗹𝗶𝗼𝗻 (𝗦𝗹𝗶𝗴𝗵𝘁𝗹𝘆 𝗡𝗲𝗴𝗼𝘁𝗶𝗮𝗯𝗹𝗲)  Superior Quality and highest Standards Ensured, Guaranteed the quality and confidence to convince you of a safe and wise investment option. Located in Dehiwala.  𝓤𝓷𝓲𝓽𝓼: ",+94-771440303,sales@fimcoestate.com,https://fimcoestate.com,colomboapartmentforsale,colombo,2026-05-29T15:42:53.074527
https://www.instagram.com/p/CTb_8b6hsoe/,,"7 likes, 2 comments - srilankaapartments on September 5, 2021: "":👉🏻 @srilankaapartments 🌟😍🏢 Beautiful 4 Floor Luxurious House for Sale in Suburbs of Colombo - Kotte 😍 1st Floor is an office! ✨  3rd floor - Branded fully luxury furnished imported from UK - 3 bed rooms  - 3 attached bathrooms with cub"," 2011

2",,,colomboapartmentforsale,colombo,2026-05-29T15:43:03.015796
https://www.instagram.com/p/CkKgWDpvZCv/,,"0 likes, 0 comments - shananga02 on October 25, 2022: ""Payment plan | Luxury Apartment View the Astoria Colombo payment schedule to see how affordable it is to live in a luxurious residence in Sri Lanka. Step-by-step payments let you take advantage of the investment options in Sri Lanka that Astoria", 0114 686 666,,https://www.astoria.lk/payment-plan,colomboapartmentforsale,colombo,2026-05-29T15:43:13.487121
https://www.instagram.com/p/CkcfjSUPzhr/,,"6 likes, 0 comments - astoria_colombo on November 1, 2022: ""Home is where there is luxury, clubbed with absolute bliss. Carve a luxury niche for your lifestyle at Astoria and narrow down to the perfect way of of life in the best of environments.  #astoriaapartment #astoriaapartmenthomes #colomboapar",,,,colomboapartmentforsale,colombo,2026-05-29T15:43:23.513240
https://www.instagram.com/p/DIfeOLFBUmF/,,"1 likes, 0 comments - exclusive_realtors_lk on April 15, 2025: ""Fully Furnished Luxury 3BR Apartment with Ocean & City Views | Prime Grand 📍 Colombo 07  Property Details: • Location: Prime Grand, Colombo 07 • Floor Area: 1,560 Sq. Ft. • Type: C-Type Unit • Bedrooms: 3 • Bathrooms: 2 • Views: Ocean +",94776396655 |  0776396655,,https://wa.me/c/94776396655,colomboapartmentforsale,colombo,2026-05-29T15:43:34.618087
https://www.instagram.com/p/Cb4tjY2pBr0/,,"3 likes, 0 comments - arya.properties on April 3, 2022: ""2 bedroom newly constructed unfurnished apartment on 1st floor with two bathrooms. Kitchen/Dining. Two balconies. One covered car parking with automatic roller door. Tiled floors, ceiling fans and kitchen cabinets with gas burners and granite ",,,,colomboapartmentforsale,colombo,2026-05-29T15:43:46.375223
https://www.instagram.com/p/Ce_RWqZuSrV/,,"0 likes, 0 comments - arya.properties on June 19, 2022: ""3 BED HOUUSE SALE - KADUWELA  Fully completed House & Land (21.5p) for sale - Welivita, Kaduwela, 03 Bed + 01 bath Living & Dining,  Pantry area & Kitchen 01 Maids Wash Room (fixed telephone, Internet, CCTV)  Proximity – Walking distance to ma", - 0777 77 9500,,,colombolandforsale,colombo,2026-05-29T15:43:57.128148
https://www.instagram.com/p/Cz5gI4OBVP0/,,"1 likes, 0 comments - adslk.lk on November 20, 2023: ""Water FRONT Land FOR SALE ₨5,000,000(Negotiable) Water FRONT Land FOR SALE  Tele : 077 731 1010 Land Size : 10 Perches Description superb blocks of land facing a lake and adjoining to the Kohuwala walking track. Off Colombo Road (Sunethra Devi Ro", 077 731 1010,,https://adslk.lk/listing/water-front-land-for-sale/,colombolandforsale,colombo,2026-05-29T15:44:07.490519
https://www.instagram.com/p/CN6uynEhgbd/,,"1 likes, 0 comments - homepress.lk on April 20, 2021: ""#LandForSale  #SriLankaRealEstate #SriLankaProperty #ColomboProperty #ColomboLandForSale #landforsaleinwattala #wattala #wattalaland #colombo"". ",,,,colombolandforsale,colombo,2026-05-29T15:44:17.630645
https://www.instagram.com/p/DCgRMEDTmSB/,,"1 likes, 0 comments - gloqube.properties on November 17, 2024: ""🏡 Prime Land for Sale in Colombo 8 – Unbeatable Investment Opportunity! 🌟  Location:Colombo 8 Land Size: 16.75 Perches (High Land) – Ideal for Development!  Why This Land is a Must-See: 🌆 Located in the Heart of Colombo Municipal City L", 0762-429495,info@gloqube.com,,colombolandforsale,colombo,2026-05-29T15:44:27.735641
https://www.instagram.com/p/DDbR-qrv4cN/,,"3 likes, 0 comments - exclusive_realtors_lk on December 10, 2024: ""Prime Land for Sale | Havelock Road - Maya Avenue  ✨ Key Features:  • 📍 Location: 3rd block from Havelock Road  • 🌳 Extent: 14.12 Perches  • 🚗 Private 20ft Wide Access Road  • 📈 Bonus: Buyer gains road usage advantage of approximatel",94776396655 |  0776396655,,https://wa.me/c/94776396655,colombolandforsale,colombo,2026-05-29T15:44:36.604848
https://www.instagram.com/p/CxVu0ZuNQCU/,,"1 likes, 1 comments - instantinformant on September 18, 2023: ""A Land with an old two-story house for sale in Colombo 5  In a highly residential, respectable area  Facing Thimbirigasyaya Road, Colombo 5 15 perch 13.5 million per perch (Negotiable) 30-foot-wide private lane Two assessment numbers (Re", 077 375 44 69,,,colombolandforsale,colombo,2026-05-29T15:44:46.807997
https://www.instagram.com/p/C70M0JNKT0y/,,"0 likes, 0 comments - pierpont_ventures on June 4, 2024: ""Bare Land Suitable for Office Complex  This 29.49 Perches Bare Land on Nawam Mawatha, Colombo 02 offers an greate opportunity for Office Complex. It has a rectangular block shape and 178ft of main road Frontage. At about LKR 20 Million per Pe",,,,colombolandforsale,colombo,2026-05-29T15:44:56.035842
https://www.instagram.com/p/B_USWVMB7FT/,,"2 likes, 0 comments - lamacoproperties on April 23, 2020: ""They don't make land anymore, buy while you can.  Land with old house for sale - Edward Lane, Colombo 04.  Easy access from Galle Road.  Distance to Galle road - 50 Meters. Distance to Duplication road - 100 Meters.  Land Extent - 25 Perches",+94) 766 252 040,orytrealestate@gmail.com,,colombolandforsale,colombo,2026-05-29T15:45:05.696660
https://www.instagram.com/p/CSuflwOBAsl/,,"3 likes, 0 comments - massrealtorsri on August 18, 2021: ""Cultivated Land for sale in Kiriporuwa Eheliyagoda  21 Acres Mix Plantation land for sale  - 9.5 Acres are with 6 years old rubber - 1 Acres for Old Tea - 1 Acre new tea plants - 2 Acres prepared for Tea planting and   - Very Colonial type ho", - 0756 000 100,,www.remax.lk/mass,colombolandforsale,colombo,2026-05-29T15:45:15.488111
https://www.instagram.com/p/DCLGb5UBG_8/,,"11 likes, 0 comments - trilokaevents on November 9, 2024: ""Meet our vendor, @sirinissankaassociates   Your go-to for real estate needs: appraisals, buying/selling, renting/ leasing , dispute resolution, conveyance, company secretarial work and automobiles.   #colombolandforsale #shoppingcolombo #buy",,,,colombolandforsale,colombo,2026-05-29T15:45:26.117154
https://www.instagram.com/p/CxpoBTSLn7m/,,"7 likes, 0 comments - janatha_capital_investment on September 26, 2023: ""𝐌𝐨𝐝𝐞𝐫𝐧 𝐇𝐨𝐮𝐬𝐞 𝐅𝐨𝐫 𝐒𝐚𝐥𝐞 𝐢𝐧 𝐃𝐞𝐡𝐢𝐰𝐞𝐥𝐚 (𝐑𝐄𝐅-𝐂𝟏𝟐𝟖) 𝐏𝐫𝐢𝐜𝐞 - 𝟑𝟓 𝐌𝐢𝐥𝐥𝐢𝐨𝐧 (𝐍𝐞𝐠𝐨𝐭𝐢𝐚𝐛𝐥𝐞) 𝐑𝐞𝐧𝐭 - 𝟗𝟓,𝟎𝟎𝟎/= 𝐏𝐞𝐫 𝐌𝐨𝐧𝐭𝐡 (𝟔 𝐌𝐨𝐧𝐭𝐡𝐬 𝐀𝐝𝐯𝐚𝐧𝐜𝐞) 5 Perch House  2 Master Bedroom with AC  1 Single Room  2 Story House  2 Halls up and down  1 TV Room  2 ",,,,colomboforsale,colombo,2026-05-29T15:45:37.562504
https://www.instagram.com/p/DJ4B23yshlb/,,"4 likes, 0 comments - lavinia_properties_lanka on May 20, 2025: ""🚨Colombo property? Don't cause a fuss! 🏡 Just give me a buzz and let's discuss! 📱  📞‪+94 74 410 6488‬  #ColomboRealEstate #ColomboProperties #ColomboHomes #ColomboRealtor #ColomboForSale #ColomboLiving #ColomboCity #SriLankaRealEstate ",+94 74 410 6488,,,colomborealtor,colombo,2026-05-29T15:45:47.451089
https://www.instagram.com/p/Cs20I_CSMfA/,,"4 likes, 0 comments - colombo.realtors on May 29, 2023: ""FOR RENT – 2 Bedroom Furnished Apartment at One Galle Face, Colombo 2 ​ •	One Galle Face Residencies (Shangri-La Colombo) •	East Tower above 35th floor •	Fully furnished •	2 Bedrooms •	2 Bathrooms •	2733 sqft •	Maid’s room and washroom •	Avail",,,,colomboforsale,colombo,2026-05-29T15:45:59.343190
https://www.instagram.com/p/Cs2z_hltroh/,,"4 likes, 0 comments - colombo_realtors.lk on May 29, 2023: ""FOR RENT – 2 Bedroom Furnished Apartment at One Galle Face, Colombo 2 ​ •	One Galle Face Residencies (Shangri-La Colombo) •	East Tower above 35th floor •	Fully furnished •	2 Bedrooms •	2 Bathrooms •	2733 sqft •	Maid’s room and washroom •	Av",,,,colomboforsale,colombo,2026-05-29T15:46:09.349182
https://www.instagram.com/p/CtOqAicJpgH/,,"4 likes, 0 comments - colombo_realtors.lk on June 8, 2023: ""FOR RENT – 5 Room Modern Condominium House/Apartment ​ • Condominium Property in Fife Road, Colombo 5 • Secure, highly residential area • Ground floor with 3,850 sqft space • 5 Rooms and 2 bathrooms • 3 car parking spaces • Burma-teak woode",,,,colomboforsale,colombo,2026-05-29T15:46:17.469313
https://www.instagram.com/p/Cs0706mK3lt/,,"4 likes, 0 comments - colombo_realtors.lk on May 29, 2023: ""FOR SALE – 2 Bedroom Apartment for Sale at Fairway Galle ​ •	Fairway Galle Apartment Complex •	Fully furnished •	2 Bedrooms •	2 Bathrooms •	1st floor Unit on North Tower •	784 sqft floor area •	Air Conditioned •	Hot Water •	Fire Protection ",,,,colomboforsale,colombo,2026-05-29T15:46:27.850778
https://www.instagram.com/p/Ct3pSCFLPiA/,,"4 likes, 0 comments - colombo_realtors.lk on June 24, 2023: ""🟥 FOR SALE – Beautiful Apartment Overlooking the Sea  ​ • The Beachfront 2 by Prime Residencies in Uswetakeiyawa • Brand new apartment • 1 Bedroom • 1 Washroom • 750 sqft • Every Apartment with Panoramic Sea View • Infinity Swimming Pool +",,,,colomboforsale,colombo,2026-05-29T15:46:36.265410
https://www.instagram.com/p/CtQo-1Iym_2/,,"5 likes, 0 comments - colombo.realtors on June 8, 2023: ""FOR SALE – Beautiful Apartment Overlooking the Sea  ​ •	The Beachfront 2 by Prime Residencies in Uswetakeiyawa •	Brand new apartment •	1 Bedroom •	1 Washroom •	750 sqft •	Every Apartment with Panoramic Sea View •	Infinity Swimming Pool + Kid's",,,,colomboforsale,colombo,2026-05-29T15:46:45.974267
https://www.instagram.com/p/CtQoyShp2I-/,,"3 likes, 0 comments - colombo_realtors.lk on June 8, 2023: ""FOR SALE – Beautiful Apartment Overlooking the Sea  ​ •	The Beachfront 2 by Prime Residencies in Uswetakeiyawa •	Brand new apartment •	1 Bedroom •	1 Washroom •	750 sqft •	Every Apartment with Panoramic Sea View •	Infinity Swimming Pool + Ki",,,,colomboforsale,colombo,2026-05-29T15:46:55.475263
https://www.instagram.com/p/CtbxBp5SiuO/,,"3 likes, 0 comments - colombo.realtors on June 13, 2023: ""FOR SALE – Modern Fully Furnished Office Building in Rajagiriya ​ •	Modern office building facing Rajagiriya Road •	Fully furnished and ready to move-in •	11,000 sqft floor area •	Ground + 3 floors •	16.61 perch land •	Ground floor parking •	",,,,colomboforsale,colombo,2026-05-29T15:47:06.694767
https://www.instagram.com/p/DVLYsfvGIvu/,,"3 likes, 0 comments - mohan_morais_real_estate on February 25, 2026: ""House for Rent  Polhengoda Lane - Colombo 5   5500 Sq Ft.  4 Bedroom  Fully Furnished  2 Parking Slots  Driver's and Maid's Quarters   USD 2500 Per Month   Reference No#H08   Mohan Morais  +94 77 354 1982"". "," 5 

5500 | +94 77 354 1982",,,colomboforrent,colombo,2026-05-29T15:47:16.428138
https://www.instagram.com/p/CrpqcxAPd6d/,,"3 likes, 0 comments - m8re.lk on April 29, 2023: ""03 ROOMS APARTMENT 🏡 for RENT in📍 COLOMBO 04, Bambalapitiya 🇱🇰  [property code M8CP16B]  ♻️ WhatsApp https://wa.me/+94775437846 📲 CALL NOW +94 777 81 82 39  Features : 03 Rooms Apartment  - 02 Bedrooms (AC) - 02 Bathrooms  - Hall  - Kitchen - Open Ba",+94 777 81 82 39 | +94 777818239 | +94775437846,,https://wa.me/+94775437846,colomboforrent,colombo,2026-05-29T15:47:27.473424
https://www.instagram.com/p/CpMdkGYLdI8/,,"18 likes, 0 comments - colombo.realtors on February 27, 2023: ""FOR RENT – Fully Furnished Luxury Villa for RENT in Colombo 5 ​ •	Beautiful villa built to boutique hotel concept  •	Exquisite location in a prime residential neighbourhood in Colombo 5 •	Natural surrounding with greenery all around  •	3",,,,colomboforrent,colombo,2026-05-29T15:47:36.459682
https://www.instagram.com/p/DVN57Zikhlc/,,"2 likes, 0 comments - casonsrentacar on February 26, 2026: ""Looking for a reliable long-term vehicle solution in Colombo or anywhere in Sri Lanka? 🚗  Casons Rent-A-Car offers flexible long-term rentals with self-drive or chauffeur options, corporate fleet packages, 24/7 airport pickup, and island-wi", 077 026 0000 |  0777 312 500,,,colomboforrent,colombo,2026-05-29T15:47:45.006261
https://www.instagram.com/p/DXBc0V0AjMA/,,"2 likes, 0 comments - elegantrealestate_ on April 12, 2026: ""Havelock City - 04 Bedroom Furnished Apartment for Rent in Colombo 05 (A513)  Property Code: A513 Location: Colombo 05 Complex: Havelock City Tower: Stratford View: City Type: Furnished  Floor: Mid Lower Bedroom: 04  Bathroom: 03 Floor Are", 0777115773,,www.elegantrealestate.lk,colomboforrent,colombo,2026-05-29T15:47:55.383089
https://www.instagram.com/p/DXJTI48knpJ/,,"28 likes, 0 comments - acquestsl on April 15, 2026: ""RENT | 2 Bedroom Apartment | The Residences at One Galle Face  Rent a fully furnished apartment offering panoramic views of the iconic Colombo skyline. Every space is thoughtfully designed for comfort, style and effortless everyday living. Enjoy a",+94 777 80 60 20 | +94 777 80 20 70,,,colomboforrent,colombo,2026-05-29T15:48:03.557760
